Top 10 Country,Country,Type of Visa
Iceland,Benin,visa required
Iceland,Bhutan,visa required
Iceland,Bolivia,visa-free
Iceland,Bosnia and Herzegovina,visa-free
Iceland,Botswana,visa-free
Iceland,Brazil,visa-free
Iceland,Brunei,visa-free
Iceland,Bulgaria,visa-free
Iceland,Burkina Faso,visa on arrival
Iceland,Burundi,visa required
Iceland,Cambodia,visa on arrival / eVisa
Iceland,Cameroon,visa required
Iceland,Canada,eTA
Iceland,Cape Verde,visa on arrival
Iceland,Central African Republic,visa required
Iceland,Chad,visa required
Iceland,Chile,visa-free
Iceland,China,visa required
Iceland,Colombia,visa-free
Iceland,Comoros,visa on arrival
Iceland,Congo,visa required
Iceland,Congo (Dem. Rep.),visa required
Iceland,Costa Rica,visa-free
Iceland,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Iceland,Croatia,visa-free
Iceland,Cuba,visa required
Iceland,Cyprus,visa-free
Iceland,Czechia,visa-free
Iceland,Denmark,visa-free
Iceland,Djibouti,visa on arrival
Iceland,Dominica,visa on arrival
Iceland,Dominican Republic,visa-free
Iceland,Ecuador,visa-free
Iceland,Egypt,visa on arrival
Iceland,El Salvador,visa-free
Iceland,Equatorial Guinea,visa required
Iceland,Eritrea,visa required
Iceland,Estonia,visa-free
Iceland,Ethiopia,visa required
Iceland,Fiji,visa-free
Iceland,Finland,visa-free
Iceland,France,visa-free
Iceland,Gabon,visa required / eVisa
Iceland,Gambia,visa-free
Iceland,Georgia,visa-free
Iceland,Germany,visa-free
Iceland,Ghana,visa required
Iceland,Greece,visa-free
Iceland,Grenada,visa-free
Iceland,Guatemala,visa-free
Iceland,Guinea,visa required
Iceland,Guinea-Bissau,visa on arrival
Iceland,Guyana,visa required
Iceland,Haiti,visa-free
Iceland,Honduras,visa-free
Iceland,Hong Kong,visa-free
Iceland,Hungary,visa-free
Iceland,Iceland,
Iceland,India,e-Visa
Iceland,Indonesia,visa-free
Iceland,Iran,visa on arrival
Iceland,Iraq,visa required
Iceland,Ireland,visa-free
Iceland,Israel,visa-free
Iceland,Italy,visa-free
Iceland,Jamaica,visa-free
Iceland,Japan,visa-free
Iceland,Jordan,visa on arrival
Iceland,Kazakhstan,visa-free
Iceland,Kenya,visa on arrival / eVisa
Iceland,Kiribati,visa-free
Iceland,Kosovo,visa-free
Iceland,Kuwait,visa on arrival / eVisa
Iceland,Kyrgyzstan,visa-free
Iceland,Laos,visa on arrival
Iceland,Latvia,visa-free
Iceland,Lebanon,visa on arrival
Iceland,Lesotho,visa-free
Iceland,Liberia,visa required
Iceland,Libya,visa required
Iceland,Liechtenstein,visa-free
Iceland,Lithuania,visa-free
Iceland,Luxembourg,visa-free
Iceland,Macao,visa-free
Iceland,Macedonia (FYROM),visa-free
Iceland,Madagascar,visa on arrival
Iceland,Malawi,visa on arrival
Iceland,Malaysia,visa-free
Iceland,Maldives,visa on arrival
Iceland,Mali,visa required
Iceland,Malta,visa-free
Iceland,Marshall Islands,visa-free
Iceland,Mauritania,visa on arrival
Iceland,Mauritius,visa-free
Iceland,Mexico,visa-free
Iceland,Micronesia,visa-free
Iceland,Moldova,visa-free
Iceland,Monaco,visa-free
Iceland,Mongolia,visa required
Iceland,Montenegro,visa-free
Iceland,Morocco,visa-free
Iceland,Mozambique,visa on arrival
Iceland,Myanmar [Burma],visa required / eVisa
Iceland,Namibia,visa-free
Iceland,Nauru,visa required
Iceland,Nepal,visa on arrival
Iceland,Netherlands,visa-free
Iceland,New Zealand,visa-free
Iceland,Nicaragua,visa-free
Iceland,Niger,visa required
Iceland,Nigeria,visa required
Iceland,North Korea,visa required
Iceland,Norway,visa-free
Iceland,Oman,visa on arrival
Iceland,Pakistan,visa-free
Iceland,Palau,visa on arrival
Iceland,Palestinian Territories,visa-free
Iceland,Panama,visa-free
Iceland,Papua New Guinea,visa on arrival
Iceland,Paraguay,visa-free
Iceland,Peru,visa-free
Iceland,Philippines,visa-free
Iceland,Poland,visa-free
Iceland,Portugal,visa-free
Iceland,Qatar,Visa waiver on arrival
Iceland,Romania,visa-free
Iceland,Russian Federation,visa required
Iceland,Rwanda,visa required / eVisa
Iceland,Saint Kitts and Nevis,visa-free
Iceland,Saint Lucia,visa-free
Iceland,Samoa,visa on arrival
Iceland,San Marino,visa-free
Iceland,Sao Tome and Principe,visa-free
Iceland,Saudi Arabia,visa required
Iceland,Senegal,visa-free
Iceland,Serbia,visa-free
Iceland,Seychelles,visitor’s permit
Iceland,Sierra Leone,visa required
Iceland,Singapore,visa-free
Iceland,Slovakia,visa-free
Iceland,Slovenia,visa-free
Iceland,Solomon Islands,visa-free
Iceland,Somalia,visa required
Iceland,South Africa,visa-free
Iceland,South Korea,visa-free
Iceland,South Sudan,visa required
Iceland,Spain,visa-free
Iceland,Sri Lanka,eTA
Iceland,St. Vincent and the Grenadines,visa-free
Iceland,Sudan,visa required
Iceland,Suriname,visa on arrival
Iceland,Swaziland,visa required
Iceland,Sweden,visa-free
Iceland,Switzerland,visa-free
Iceland,Syria,visa required
Iceland,Taiwan,visa-free
Iceland,Tajikistan,visa required
Iceland,Tanzania,visa on arrival
Iceland,Thailand,visa-free
Iceland,Timor-Leste,visa-free
Iceland,Togo,visa on arrival
Iceland,Tonga,visa-free
Iceland,Trinidad and Tobago,visa-free
Iceland,Tunisia,visa-free
Iceland,Turkey,visa-free
Iceland,Turkmenistan,visa required
Iceland,Tuvalu,visa-free
Iceland,Uganda,visa on arrival
Iceland,Ukraine,visa-free
Iceland,United Arab Emirates,visa-free
Iceland,United Kingdom,visa-free
Iceland,United States of America,eTA
Iceland,Uruguay,visa-free
Iceland,Uzbekistan,visa required
Iceland,Vanuatu,visa required
Iceland,Vatican City,visa-free
Iceland,Venezuela,visa-free
Iceland,Viet Nam,visa required
Iceland,Yemen,visa required
Iceland,Zambia,visa on arrival
Iceland,Zimbabwe,visa on arrival
Malta,Afghanistan,visa required
Malta,Albania,visa-free
Malta,Algeria,visa required
Malta,Andorra,visa-free
Malta,Angola,visa required
Malta,Antigua and Barbuda,visa-free
Malta,Argentina,visa-free
Malta,Armenia,visa-free
Malta,Australia,eTA
Malta,Austria,visa-free
Malta,Azerbaijan,visa required / eVisa
Malta,Bahamas,visa-free
Malta,Bahrain,visa on arrival
Malta,Bangladesh,visa on arrival
Malta,Barbados,visa-free
Malta,Belarus,visa-free
Malta,Belgium,visa-free
Malta,Belize,visa-free
Malta,Benin,visa required
Malta,Bhutan,visa required
Malta,Bolivia,visa on arrival
Malta,Bosnia and Herzegovina,visa-free
Malta,Botswana,visa-free
Malta,Brazil,visa-free
Malta,Brunei,visa-free
Malta,Bulgaria,visa-free
Malta,Burkina Faso,visa on arrival
Malta,Burundi,visa required
Malta,Cambodia,visa on arrival / eVisa
Malta,Cameroon,visa required
Malta,Canada,eTA
Malta,Cape Verde,visa on arrival
Malta,Central African Republic,visa required
Malta,Chad,visa required
Malta,Chile,visa-free
Malta,China,visa required
Malta,Colombia,visa-free
Malta,Comoros,visa on arrival
Malta,Congo,visa required
Malta,Congo (Dem. Rep.),visa required
Malta,Costa Rica,visa-free
Malta,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Malta,Croatia,visa-free
Malta,Cuba,visa required
Malta,Cyprus,visa-free
Malta,Czechia,visa-free
Malta,Denmark,visa-free
Malta,Djibouti,visa on arrival
Malta,Dominica,visa-free
Malta,Dominican Republic,visa-free
Malta,Ecuador,visa-free
Malta,Egypt,visa on arrival
Malta,El Salvador,visa-free
Malta,Equatorial Guinea,visa required
Malta,Eritrea,visa required
Malta,Estonia,visa-free
Malta,Ethiopia,visa required
Malta,Fiji,visa-free
Malta,Finland,visa-free
Malta,France,visa-free
Malta,Gabon,visa required / eVisa
Malta,Gambia,visa-free
Malta,Georgia,visa-free
Malta,Germany,visa-free
Malta,Ghana,visa required
Malta,Greece,visa-free
Malta,Grenada,visa-free
Malta,Guatemala,visa-free
Malta,Guinea,visa required
Malta,Guinea-Bissau,visa on arrival
Malta,Guyana,visa required
Malta,Haiti,visa-free
Malta,Honduras,visa-free
Malta,Hong Kong,visa-free
Malta,Hungary,visa-free
Malta,Iceland,visa-free
Malta,India,e-Visa
Malta,Indonesia,visa-free
Malta,Iran,visa on arrival
Malta,Iraq,visa required
Malta,Ireland,visa-free
Malta,Israel,visa-free
Malta,Italy,visa-free
Malta,Jamaica,visa-free
Malta,Japan,visa-free
Malta,Jordan,visa on arrival
Malta,Kazakhstan,visa-free
Malta,Kenya,visa on arrival / eVisa
Malta,Kiribati,visa-free
Malta,Kosovo,visa-free
Malta,Kuwait,visa on arrival / eVisa
Malta,Kyrgyzstan,visa-free
Malta,Laos,visa on arrival
Malta,Latvia,visa-free
Malta,Lebanon,visa on arrival
Malta,Lesotho,visa-free
Malta,Liberia,visa required
Malta,Libya,visa required
Malta,Liechtenstein,visa-free
Malta,Lithuania,visa-free
Malta,Luxembourg,visa-free
Malta,Macao,visa-free
Malta,Macedonia (FYROM),visa-free
Malta,Madagascar,visa on arrival
Malta,Malawi,visa on arrival
Malta,Malaysia,visa-free
Malta,Maldives,visa on arrival
Malta,Mali,visa required
Malta,Malta,
Malta,Marshall Islands,visa-free
Malta,Mauritania,visa on arrival
Malta,Mauritius,visa-free
Malta,Mexico,visa-free
Malta,Micronesia,visa-free
Malta,Moldova,visa-free
Malta,Monaco,visa-free
Malta,Mongolia,visa required
Malta,Montenegro,visa-free
Malta,Morocco,visa-free
Malta,Mozambique,visa on arrival
Malta,Myanmar [Burma],visa required / eVisa
Malta,Namibia,visa required
Malta,Nauru,visa required
Malta,Nepal,visa on arrival
Malta,Netherlands,visa-free
Malta,New Zealand,visa-free
Malta,Nicaragua,visa-free
Malta,Niger,visa required
Malta,Nigeria,visa required
Malta,North Korea,visa required
Malta,Norway,visa-free
Malta,Oman,visa on arrival
Malta,Pakistan,visa required
Malta,Palau,visa-free
Malta,Palestinian Territories,visa-free
Malta,Panama,visa-free
Malta,Papua New Guinea,visa on arrival
Malta,Paraguay,visa-free
Malta,Peru,visa-free
Malta,Philippines,visa-free
Malta,Poland,visa-free
Malta,Portugal,visa-free
Malta,Qatar,Visa waiver on arrival
Malta,Romania,visa-free
Malta,Russian Federation,visa required
Malta,Rwanda,visa required / eVisa
Malta,Saint Kitts and Nevis,visa-free
Malta,Saint Lucia,visa-free
Malta,Samoa,visa-free
Malta,San Marino,visa-free
Malta,Sao Tome and Principe,visa-free
Malta,Saudi Arabia,visa required
Malta,Senegal,visa-free
Malta,Serbia,visa-free
Malta,Seychelles,visitor’s permit
Malta,Sierra Leone,visa required
Malta,Singapore,visa-free
Malta,Slovakia,visa-free
Malta,Slovenia,visa-free
Malta,Solomon Islands,visa-free
Malta,Somalia,visa required
Malta,South Africa,visa-free
Malta,South Korea,visa-free
Malta,South Sudan,visa required
Malta,Spain,visa-free
Malta,Sri Lanka,eTA
Malta,St. Vincent and the Grenadines,visa-free
Malta,Sudan,visa required
Malta,Suriname,visa on arrival
Malta,Swaziland,visa-free
Malta,Sweden,visa-free
Malta,Switzerland,visa-free
Malta,Syria,visa required
Malta,Taiwan,visa-free
Malta,Tajikistan,visa required
Malta,Tanzania,visa-free
Malta,Thailand,visa on arrival
Malta,Timor-Leste,visa-free
Malta,Togo,visa on arrival
Malta,Tonga,visa-free
Malta,Trinidad and Tobago,visa-free
Malta,Tunisia,visa-free
Malta,Turkey,visa on arrival / eVisa
Malta,Turkmenistan,visa required
Malta,Tuvalu,visa-free
Malta,Uganda,visa-free
Malta,Ukraine,visa-free
Malta,United Arab Emirates,visa-free
Malta,United Kingdom,visa-free
Malta,United States of America,eTA
Malta,Uruguay,visa-free
Malta,Uzbekistan,visa required
Malta,Vanuatu,visa-free
Malta,Vatican City,visa-free
Malta,Venezuela,visa-free
Malta,Viet Nam,visa required
Malta,Yemen,visa required
Malta,Zambia,visa-free
Malta,Zimbabwe,visa-free
Hungary,Afghanistan,visa required
Hungary,Albania,visa-free
Hungary,Algeria,visa required
Hungary,Andorra,visa-free
Hungary,Angola,visa required
Hungary,Antigua and Barbuda,visa-free
Hungary,Argentina,visa-free
Hungary,Armenia,visa-free
Hungary,Australia,visa required / eVisa
Hungary,Austria,visa-free
Hungary,Azerbaijan,visa required / eVisa
Hungary,Bahamas,visa-free
Hungary,Bahrain,visa on arrival
Hungary,Bangladesh,visa on arrival
Hungary,Barbados,visa-free
Hungary,Belarus,visa-free
Hungary,Belgium,visa-free
Hungary,Belize,visa-free
Hungary,Benin,visa required
Hungary,Bhutan,visa required
Hungary,Bolivia,visa-free
Hungary,Bosnia and Herzegovina,visa-free
Hungary,Botswana,visa-free
Hungary,Brazil,visa-free
Hungary,Brunei,visa-free
Hungary,Bulgaria,visa-free
Hungary,Burkina Faso,visa on arrival
Hungary,Burundi,visa required
Hungary,Cambodia,visa on arrival / eVisa
Hungary,Cameroon,visa required
Hungary,Canada,eTA
Hungary,Cape Verde,visa on arrival
Hungary,Central African Republic,visa required
Hungary,Chad,visa required
Hungary,Chile,visa-free
Hungary,China,visa required
Hungary,Colombia,visa-free
Hungary,Comoros,visa on arrival
Hungary,Congo,visa required
Hungary,Congo (Dem. Rep.),visa required
Hungary,Costa Rica,visa-free
Hungary,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Hungary,Croatia,visa-free
Hungary,Cuba,visa required
Hungary,Cyprus,visa-free
Hungary,Czechia,visa-free
Hungary,Denmark,visa-free
Hungary,Djibouti,visa on arrival
Hungary,Dominica,visa-free
Hungary,Dominican Republic,visa-free
Hungary,Ecuador,visa-free
Hungary,Egypt,visa on arrival
Hungary,El Salvador,visa-free
Hungary,Equatorial Guinea,visa required
Hungary,Eritrea,visa required
Hungary,Estonia,visa-free
Hungary,Ethiopia,visa required
Hungary,Fiji,visa-free
Hungary,Finland,visa-free
Hungary,France,visa-free
Hungary,Gabon,visa required / eVisa
Hungary,Gambia,visa-free
Hungary,Georgia,visa-free
Hungary,Germany,visa-free
Hungary,Ghana,visa required
Hungary,Greece,visa-free
Hungary,Grenada,visa-free
Hungary,Guatemala,visa-free
Hungary,Guinea,visa required
Hungary,Guinea-Bissau,visa on arrival
Hungary,Guyana,visa required
Hungary,Haiti,visa-free
Hungary,Honduras,visa-free
Hungary,Hong Kong,visa-free
Hungary,Hungary,
Hungary,Iceland,visa-free
Hungary,India,e-Visa
Hungary,Indonesia,visa-free
Hungary,Iran,visa on arrival
Hungary,Iraq,visa required
Hungary,Ireland,visa-free
Hungary,Israel,visa-free
Hungary,Italy,visa-free
Hungary,Jamaica,visa-free
Hungary,Japan,visa-free
Hungary,Jordan,visa on arrival
Hungary,Kazakhstan,visa-free
Hungary,Kenya,visa on arrival / eVisa
Hungary,Kiribati,visa-free
Hungary,Kosovo,visa-free
Hungary,Kuwait,visa on arrival / eVisa
Hungary,Kyrgyzstan,visa-free
Hungary,Laos,visa on arrival
Hungary,Latvia,visa-free
Hungary,Lebanon,visa on arrival
Hungary,Lesotho,visa required / eVisa
Hungary,Liberia,visa required
Hungary,Libya,visa required
Hungary,Liechtenstein,visa-free
Hungary,Lithuania,visa-free
Hungary,Luxembourg,visa-free
Hungary,Macao,visa-free
Hungary,Macedonia (FYROM),visa-free
Hungary,Madagascar,visa on arrival
Hungary,Malawi,visa on arrival
Hungary,Malaysia,visa-free
Hungary,Maldives,visa on arrival
Hungary,Mali,visa required
Hungary,Malta,visa-free
Hungary,Marshall Islands,visa-free
Hungary,Mauritania,visa on arrival
Hungary,Mauritius,visa-free
Hungary,Mexico,visa-free
Hungary,Micronesia,visa-free
Hungary,Moldova,visa-free
Hungary,Monaco,visa-free
Hungary,Mongolia,visa required
Hungary,Montenegro,visa-free
Hungary,Morocco,visa-free
Hungary,Mozambique,visa on arrival
Hungary,Myanmar [Burma],visa required / eVisa
Hungary,Namibia,visa required
Hungary,Nauru,visa required
Hungary,Nepal,visa on arrival
Hungary,Netherlands,visa-free
Hungary,New Zealand,visa-free
Hungary,Nicaragua,visa-free
Hungary,Niger,visa required
Hungary,Nigeria,visa required
Hungary,North Korea,visa required
Hungary,Norway,visa-free
Hungary,Oman,visa on arrival
Hungary,Pakistan,visa required
Hungary,Palau,visa-free
Hungary,Palestinian Territories,visa-free
Hungary,Panama,visa-free
Hungary,Papua New Guinea,visa on arrival
Hungary,Paraguay,visa-free
Hungary,Peru,visa-free
Hungary,Philippines,visa-free
Hungary,Poland,visa-free
Hungary,Portugal,visa-free
Hungary,Qatar,Visa waiver on arrival
Hungary,Romania,visa-free
Hungary,Russian Federation,visa required
Hungary,Rwanda,visa required / eVisa
Hungary,Saint Kitts and Nevis,visa-free
Hungary,Saint Lucia,visa-free
Hungary,Samoa,visa-free
Hungary,San Marino,visa-free
Hungary,Sao Tome and Principe,visa-free
Hungary,Saudi Arabia,visa required
Hungary,Senegal,visa-free
Hungary,Serbia,visa-free
Hungary,Seychelles,visitor’s permit
Hungary,Sierra Leone,visa required
Hungary,Singapore,visa-free
Hungary,Slovakia,visa-free
Hungary,Slovenia,visa-free
Hungary,Solomon Islands,visa-free
Hungary,Somalia,visa required
Hungary,South Africa,visa-free
Hungary,South Korea,visa-free
Hungary,South Sudan,visa required
Hungary,Spain,visa-free
Hungary,Sri Lanka,eTA
Hungary,St. Vincent and the Grenadines,visa-free
Hungary,Sudan,visa required
Hungary,Suriname,visa on arrival
Hungary,Swaziland,visa-free
Hungary,Sweden,visa-free
Hungary,Switzerland,visa-free
Hungary,Syria,visa required
Hungary,Taiwan,visa-free
Hungary,Tajikistan,visa required
Hungary,Tanzania,visa on arrival
Hungary,Thailand,visa-free
Hungary,Timor-Leste,visa-free
Hungary,Togo,visa on arrival
Hungary,Tonga,visa-free
Hungary,Trinidad and Tobago,visa-free
Hungary,Tunisia,visa-free
Hungary,Turkey,visa-free
Hungary,Turkmenistan,visa required
Hungary,Tuvalu,visa-free
Hungary,Uganda,visa on arrival
Hungary,Ukraine,visa-free
Hungary,United Arab Emirates,visa-free
Hungary,United Kingdom,visa-free
Hungary,United States of America,eTA
Hungary,Uruguay,visa-free
Latvia,Afghanistan,visa required
Latvia,Albania,visa-free
Latvia,Algeria,visa required
Latvia,Andorra,visa-free
Latvia,Angola,visa required
Latvia,Antigua and Barbuda,visa-free
Latvia,Argentina,visa-free
Latvia,Armenia,visa-free
Latvia,Australia,visa required / eVisa
Latvia,Austria,visa-free
Latvia,Azerbaijan,visa required / eVisa
Latvia,Bahamas,visa-free
Latvia,Bahrain,visa on arrival
Latvia,Bangladesh,visa on arrival
Latvia,Barbados,visa-free
Latvia,Belarus,visa-free
Latvia,Belgium,visa-free
Latvia,Belize,visa-free
Latvia,Benin,visa required
Latvia,Bhutan,visa required
Latvia,Bolivia,visa-free
Latvia,Bosnia and Herzegovina,visa-free
Latvia,Botswana,visa-free
Latvia,Brazil,visa-free
Latvia,Brunei,visa-free
Latvia,Bulgaria,visa-free
Latvia,Burkina Faso,visa on arrival
Latvia,Burundi,visa required
Latvia,Cambodia,visa on arrival / eVisa
Latvia,Cameroon,visa required
Latvia,Canada,eTA
Latvia,Cape Verde,visa on arrival
Latvia,Central African Republic,visa required
Latvia,Chad,visa required
Latvia,Chile,visa-free
Latvia,China,visa required
Latvia,Colombia,visa-free
Latvia,Comoros,visa on arrival
Latvia,Congo,visa required
Latvia,Congo (Dem. Rep.),visa required
Latvia,Costa Rica,visa-free
Latvia,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Latvia,Croatia,visa-free
Latvia,Cuba,visa required
Latvia,Cyprus,visa-free
Latvia,Czechia,visa-free
Latvia,Denmark,visa-free
Latvia,Djibouti,visa on arrival
Latvia,Dominica,visa-free
Latvia,Dominican Republic,visa-free
Latvia,Ecuador,visa-free
Latvia,Egypt,visa on arrival
Latvia,El Salvador,visa-free
Latvia,Equatorial Guinea,visa required
Latvia,Eritrea,visa required
Latvia,Estonia,visa-free
Latvia,Ethiopia,visa required
Latvia,Fiji,visa-free
Latvia,Finland,visa-free
Latvia,France,visa-free
Latvia,Gabon,visa required / eVisa
Latvia,Gambia,visa-free
Latvia,Georgia,visa-free
Latvia,Germany,visa-free
Latvia,Ghana,visa required
Latvia,Greece,visa-free
Latvia,Grenada,visa-free
Latvia,Guatemala,visa-free
Latvia,Guinea,visa required
Latvia,Guinea-Bissau,visa on arrival
Latvia,Guyana,visa required
Latvia,Haiti,visa-free
Latvia,Honduras,visa-free
Latvia,Hong Kong,visa-free
Latvia,Hungary,visa-free
Latvia,Iceland,visa-free
Latvia,India,e-Visa
Latvia,Indonesia,visa-free
Latvia,Iran,visa on arrival
Latvia,Iraq,visa required
Latvia,Ireland,visa-free
Latvia,Israel,visa-free
Latvia,Italy,visa-free
Latvia,Jamaica,visa-free
Latvia,Japan,visa-free
Latvia,Jordan,visa on arrival
Latvia,Kazakhstan,visa-free
Latvia,Kenya,visa on arrival / eVisa
Latvia,Kiribati,visa-free
Latvia,Kosovo,visa-free
Latvia,Kuwait,visa on arrival / eVisa
Latvia,Kyrgyzstan,visa-free
Latvia,Laos,visa on arrival
Latvia,Latvia,
Latvia,Lebanon,visa on arrival
Latvia,Lesotho,visa required / eVisa
Latvia,Liberia,visa required
Latvia,Libya,visa required
Latvia,Liechtenstein,visa-free
Latvia,Lithuania,visa-free
Latvia,Luxembourg,visa-free
Latvia,Macao,visa-free
Latvia,Macedonia (FYROM),visa-free
Latvia,Madagascar,visa on arrival
Latvia,Malawi,visa on arrival
Latvia,Malaysia,visa-free
Latvia,Maldives,visa on arrival
Latvia,Mali,visa required
Latvia,Malta,visa-free
Latvia,Marshall Islands,visa-free
Latvia,Mauritania,visa on arrival
Latvia,Mauritius,visa-free
Latvia,Mexico,visa-free
Latvia,Micronesia,visa-free
Latvia,Moldova,visa-free
Latvia,Monaco,visa-free
Latvia,Mongolia,visa required
Latvia,Montenegro,visa-free
Latvia,Morocco,visa-free
Latvia,Mozambique,visa on arrival
Latvia,Myanmar [Burma],visa required / eVisa
Latvia,Namibia,visa required
Latvia,Nauru,visa required
Latvia,Nepal,visa on arrival
Latvia,Netherlands,visa-free
Latvia,New Zealand,visa-free
Latvia,Nicaragua,visa-free
Latvia,Niger,visa required
Latvia,Nigeria,visa required
Latvia,North Korea,visa required
Latvia,Norway,visa-free
Latvia,Oman,visa on arrival
Latvia,Pakistan,visa required
Latvia,Palau,visa-free
Latvia,Palestinian Territories,visa-free
Latvia,Panama,visa-free
Latvia,Papua New Guinea,visa on arrival
Latvia,Paraguay,visa-free
Latvia,Peru,visa-free
Latvia,Philippines,visa-free
Latvia,Poland,visa-free
Latvia,Portugal,visa-free
Latvia,Qatar,Visa waiver on arrival
Latvia,Romania,visa-free
Latvia,Russian Federation,visa required
Latvia,Rwanda,visa required / eVisa
Latvia,Saint Kitts and Nevis,visa-free
Latvia,Saint Lucia,visa-free
Latvia,Samoa,visa-free
Latvia,San Marino,visa-free
Latvia,Sao Tome and Principe,visa-free
Latvia,Saudi Arabia,visa required
Latvia,Senegal,visa-free
Latvia,Serbia,visa-free
Latvia,Seychelles,visitor’s permit
Latvia,Sierra Leone,visa required
Latvia,Singapore,visa-free
Latvia,Slovakia,visa-free
Latvia,Slovenia,visa-free
Latvia,Solomon Islands,visa-free
Latvia,Somalia,visa required
Latvia,South Africa,visa required
Latvia,South Korea,visa-free
Latvia,South Sudan,visa required
Latvia,Spain,visa-free
Latvia,Sri Lanka,eTA
Latvia,St. Vincent and the Grenadines,visa-free
Latvia,Sudan,visa required
Latvia,Suriname,visa on arrival
Latvia,Swaziland,visa-free
Latvia,Sweden,visa-free
Latvia,Switzerland,visa-free
Latvia,Syria,visa required
Latvia,Taiwan,visa-free
Latvia,Tajikistan,visa required
Latvia,Tanzania,visa on arrival
Latvia,Thailand,visa on arrival
Latvia,Timor-Leste,visa-free
Latvia,Togo,visa on arrival
Latvia,Tonga,visa-free
Latvia,Trinidad and Tobago,visa-free
Latvia,Tunisia,visa-free
Latvia,Turkey,visa-free
Latvia,Turkmenistan,visa required
Latvia,Tuvalu,visa-free
Latvia,Uganda,visa on arrival
Latvia,Ukraine,visa-free
Latvia,United Arab Emirates,visa-free
Latvia,United Kingdom,visa-free
Latvia,United States of America,eTA
Latvia,Uruguay,visa-free
Latvia,Uzbekistan,visa required
Latvia,Vanuatu,visa-free
Latvia,Vatican City,visa-free
Latvia,Venezuela,visa-free
Latvia,Viet Nam,visa required
Latvia,Yemen,visa required
Latvia,Zambia,visa on arrival
Latvia,Zimbabwe,visa on arrival
Lithuania,Afghanistan,visa required
Lithuania,Albania,visa-free
Lithuania,Algeria,visa required
Lithuania,Andorra,visa-free
Lithuania,Angola,visa required
Lithuania,Antigua and Barbuda,visa-free
Lithuania,Argentina,visa-free
Lithuania,Armenia,visa-free
Lithuania,Australia,visa required / eVisa
Lithuania,Austria,visa-free
Lithuania,Azerbaijan,visa required / eVisa
Lithuania,Bahamas,visa-free
Lithuania,Bahrain,visa on arrival
Lithuania,Bangladesh,visa on arrival
Lithuania,Barbados,visa-free
Lithuania,Belarus,visa-free
Lithuania,Belgium,visa-free
Lithuania,Belize,visa-free
Lithuania,Benin,visa required
Lithuania,Bhutan,visa required
Lithuania,Bolivia,visa-free
Lithuania,Bosnia and Herzegovina,visa-free
Lithuania,Botswana,visa-free
Lithuania,Brazil,visa-free
Lithuania,Brunei,visa-free
Lithuania,Bulgaria,visa-free
Lithuania,Burkina Faso,visa on arrival
Lithuania,Burundi,visa required
Lithuania,Cambodia,visa on arrival / eVisa
Lithuania,Cameroon,visa required
Lithuania,Canada,eTA
Lithuania,Cape Verde,visa on arrival
Lithuania,Central African Republic,visa required
Lithuania,Chad,visa required
Lithuania,Chile,visa-free
Lithuania,China,visa required
Lithuania,Colombia,visa-free
Lithuania,Comoros,visa on arrival
Lithuania,Congo,visa required
Lithuania,Congo (Dem. Rep.),visa required
Lithuania,Costa Rica,visa-free
Lithuania,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Lithuania,Croatia,visa-free
Lithuania,Cuba,visa required
Lithuania,Cyprus,visa-free
Lithuania,Czechia,visa-free
Lithuania,Denmark,visa-free
Lithuania,Djibouti,visa on arrival
Lithuania,Dominica,visa-free
Lithuania,Dominican Republic,visa-free
Lithuania,Ecuador,visa-free
Lithuania,Egypt,visa on arrival
Lithuania,El Salvador,visa-free
Lithuania,Equatorial Guinea,visa required
Lithuania,Eritrea,visa required
Lithuania,Estonia,visa-free
Lithuania,Ethiopia,visa required
Lithuania,Fiji,visa-free
Lithuania,Finland,visa-free
Lithuania,France,visa-free
Lithuania,Gabon,visa required / eVisa
Lithuania,Gambia,visa-free
Lithuania,Georgia,visa-free
Lithuania,Germany,visa-free
Lithuania,Ghana,visa required
Lithuania,Greece,visa-free
Lithuania,Grenada,visa-free
Lithuania,Guatemala,visa-free
Lithuania,Guinea,visa required
Lithuania,Guinea-Bissau,visa on arrival
Lithuania,Guyana,visa required
Lithuania,Haiti,visa-free
Lithuania,Honduras,visa-free
Lithuania,Hong Kong,visa-free
Lithuania,Hungary,visa-free
Lithuania,Iceland,visa-free
Lithuania,India,e-Visa
Lithuania,Indonesia,visa-free
Lithuania,Iran,visa on arrival
Lithuania,Iraq,visa required
Lithuania,Ireland,visa-free
Lithuania,Israel,visa-free
Lithuania,Italy,visa-free
Lithuania,Jamaica,visa-free
Lithuania,Japan,visa-free
Lithuania,Jordan,visa on arrival
Lithuania,Kazakhstan,visa-free
Lithuania,Kenya,visa on arrival / eVisa
Lithuania,Kiribati,visa-free
Lithuania,Kosovo,visa-free
Lithuania,Kuwait,visa on arrival / eVisa
Lithuania,Kyrgyzstan,visa-free
Lithuania,Laos,visa on arrival
Lithuania,Latvia,visa-free
Lithuania,Lebanon,visa on arrival
Lithuania,Lesotho,visa required / eVisa
